Call_ID,Transcript_Text,Category,Keywords_Found,asks_for_otp,asks_for_email_password,asks_to_click_link,asks_remote_access,uses_urgency,claims_authority,has_email,has_otp_like_number,Label
C383,This is a reminder that your car insurance policy is due for renewal next month.,Legit_Call,"reminder,insurance",0,0,0,0,0,0,0,0,0
C384,Welcome to our network. Your new SIM card has been successfully activated.,Legit_Call,sim,0,0,0,0,0,0,0,0,0
C385,The quarterly maintenance for your society is scheduled for this Saturday. Inconvenience is regretted.,Legit_Call,maintenance,0,0,0,0,0,0,0,0,0
C386,Your request to update your address in our records has been completed successfully.,Legit_Call,address,0,0,0,0,0,0,0,0,0
C387,"Hello, I am calling from the survey department. This call will be recorded for quality purposes.",Legit_Call,survey,0,0,0,0,0,1,0,0,0
C388,Your gas cylinder has been booked and will be delivered within the next 48 hours.,Legit_Call,booking,0,0,0,0,0,0,0,0,0
C389,The technician for your internet issue has been assigned and will contact you shortly.,Legit_Call,technician,0,0,0,0,0,0,0,0,0
C390,This is a confirmation for your flight from Delhi to Bangalore tomorrow. Happy journey!,Legit_Call,flight,0,0,0,0,0,0,0,0,0
C391,"A refund of Rs. 1,250 for your returned item has been processed and will reflect in your account soon.",Legit_Call,"refund,rs",0,0,0,0,0,0,0,0,0
C392,"Please remember, our bank will never ask for your password, CVV, or OTP over a call. Stay safe.",Legit_Call,"password,otp",0,0,0,0,0,0,0,0,0
C393,Your automatic SIP payment of Rs. 5000 has been successfully debited from your account.,Legit_Call,"rs,payment",0,0,0,0,0,0,0,0,0
C394,"Hello, this is a follow-up call regarding your recent visit to our service center. How was your experience?",Legit_Call,"service,feedback",0,0,0,0,0,0,0,0,0
C395,Your current data balance is 500 MB and will be renewed at midnight.,Legit_Call,data,0,0,0,0,0,0,0,0,0
C396,The courier has attempted delivery of your parcel but was unable to reach you. Please reschedule.,Legit_Call,delivery,0,0,0,0,0,0,0,0,0
C397,Your electricity bill of Rs. 980 has been generated. The due date is the 15th of next month.,Legit_Call,"rs,bill",0,0,0,0,0,0,0,0,0
C398,The code to join the online meeting is 7463. Please enter it to proceed.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C399,Thank you for your payment. Your subscription has been renewed for another year.,Legit_Call,"payment,subscription",0,0,0,0,0,0,0,0,0
C400,This is to inform you that our bank's branch will be closed this Monday due to a public holiday.,Legit_Call,bank,0,0,0,0,0,0,0,0,0
C401,Your grocery order is ready for pickup at the store. Please collect it before 9 PM.,Legit_Call,order,0,0,0,0,0,0,0,0,0
C402,A new beneficiary has been added to your account. No transactions can be made for 30 minutes.,Legit_Call,beneficiary,0,0,0,0,0,0,0,0,0
C403,"Your loan EMI of Rs. 15,200 was successfully auto-debited.",Legit_Call,"loan emi,rs",0,0,0,0,0,0,0,0,0
C404,The security code for your app login is 5656. Do not share this with anyone.,Legit_Call,"login,otp",0,0,0,0,0,0,0,1,0
C405,This is an alert that your FASTag balance is low. Please recharge to avoid any issues.,Legit_Call,recharge,0,0,0,0,0,0,0,0,0
C406,Your request to change your registered email has been received. Please check your inbox to confirm.,Legit_Call,email,0,0,0,0,0,0,1,0,0
C407,"Welcome to our phone banking service. To proceed, please enter your customer ID.",Legit_Call,customer id,0,0,0,0,0,0,0,0,0
C408,Your order #54321 has been shipped via Blue Dart and will reach you in 3-4 days.,Legit_Call,"order,shipped",0,0,0,0,0,0,0,0,0
C409,Your water bill payment of Rs. 450 is overdue. Please pay at the earliest to avoid a penalty.,Legit_Call,"rs,bill,penalty",0,0,0,0,1,0,0,0,0
C410,The technician has resolved your internet issue. We are closing the ticket now.,Legit_Call,technician,0,0,0,0,0,0,0,0,0
C411,"To continue our call, please provide your consent for recording by pressing 1.",Legit_Call,consent,0,0,0,0,0,0,0,0,0
C412,The valuation for your property has been scheduled for Tuesday. Our agent will coordinate with you.,Legit_Call,property,0,0,0,0,0,0,0,0,0
C413,Your account balance is below the minimum required amount. Please add funds to avoid charges.,Legit_Call,account balance,0,0,0,0,1,0,0,0,0
C414,The free trial for your subscription is ending in 3 days. Please upgrade to continue service.,Legit_Call,"subscription,urgent",0,0,0,0,1,0,0,0,0
C415,Your KYC details have been successfully updated as per your request.,Legit_Call,kyc,0,0,0,0,0,0,0,0,0
C416,Your hotel booking for this weekend is confirmed. We look forward to your stay.,Legit_Call,booking,0,0,0,0,0,0,0,0,0
C417,Your child's school bus is running 15 minutes late today due to traffic.,Legit_Call,school bus,0,0,0,0,0,0,0,0,0
C418,The withdrawal of Rs. 2000 from your account via ATM was successful.,Legit_Call,"rs,atm",0,0,0,0,0,0,0,0,0
C419,This is an automated call from the weather department regarding a cyclone alert in your area.,Legit_Call,alert,0,0,0,0,1,1,0,0,0
C420,Your recent cheque deposit has been cleared and the amount is credited to your account.,Legit_Call,cheque,0,0,0,0,0,0,0,0,0
C421,The delivery of your new passport has been scheduled for tomorrow. Please keep your ID ready.,Legit_Call,"passport,delivery",0,0,0,0,0,0,0,0,0
C422,The one-time password to access your report is 9011. This will be valid for 10 minutes.,Legit_Call,"password,otp,urgent",0,0,0,0,1,0,0,1,0
C423,Thank you for your interest in our home loan product. Our executive will call you back within 24 hours.,Legit_Call,loan,0,0,0,0,0,0,0,0,0
C424,Your request to stop payment on a cheque has been successfully processed.,Legit_Call,cheque,0,0,0,0,0,0,0,0,0
C425,A debit of Rs. 300 has been made for your monthly music subscription.,Legit_Call,"rs,subscription",0,0,0,0,0,0,0,0,0
C426,Your recent test reports are ready. Please log in to our portal to view them.,Legit_Call,login,0,0,0,0,0,0,0,0,0
C427,The driver for your booked ride has cancelled. We are looking for another driver for you.,Legit_Call,"ride,cancelled",0,0,0,0,0,0,0,0,0
C428,Your car has been picked up for service. We will notify you once it is ready.,Legit_Call,service,0,0,0,0,0,0,0,0,0
C429,Your stock buy order for 10 shares of XYZ has been executed successfully.,Legit_Call,stock,0,0,0,0,0,0,0,0,0
C430,The polling booth for your area for the upcoming election has been changed. Please check the website.,Legit_Call,election,0,0,0,0,0,0,0,0,0
C431,Your mobile number was successfully ported to our network. Welcome aboard.,Legit_Call,ported,0,0,0,0,0,0,0,0,0
C432,The latest software update for your device is available. Please connect to Wi-Fi to download.,Legit_Call,update,0,0,0,0,0,0,0,0,0
C433,This is to inform you that the train is running late by approximately 30 minutes.,Legit_Call,train,0,0,0,0,0,0,0,0,0
C434,Your payment for the online course was successful. You can now access the content.,Legit_Call,payment,0,0,0,0,0,0,0,0,0
C435,"Hello, this is a marketing call for a new credit card offer. Do you have a minute?",Legit_Call,loan,0,0,0,0,0,0,0,0,0
C436,The power outage in your area has been resolved. Power should be restored now.,Legit_Call,power outage,0,0,0,0,0,0,0,0,0
C437,Your voter ID card has been dispatched and will reach your address by post.,Legit_Call,voter id,0,0,0,0,0,0,0,0,0
C438,The new interest rates on fixed deposits are now live. Visit our website for more information.,Legit_Call,interest rates,0,0,0,0,0,0,0,0,0
C439,Your international roaming pack has been activated successfully.,Legit_Call,roaming,0,0,0,0,0,0,0,0,0
C440,We are unable to process your request due to a technical error. Please try again later.,Legit_Call,technical error,0,0,0,0,0,0,0,0,0
C441,The live webinar is starting in 15 minutes. Please use the link sent to your email to join.,Legit_Call,"webinar,email,urgent",0,0,0,0,1,0,1,0,0
C442,Your refund for the cancelled flight ticket has been initiated.,Legit_Call,"refund,flight",0,0,0,0,0,0,0,0,0
C443,This is to certify that you have successfully completed the online training course.,Legit_Call,training,0,0,0,0,0,0,0,0,0
C444,The item you were looking for is back in stock. Order now before it runs out!,Legit_Call,"stock,urgent",0,0,0,0,1,0,0,0,0
C445,Your Aadhaar details were used for authentication at a government office.,Legit_Call,aadhaar,0,0,0,0,0,1,0,0,0
C446,A new comment has been posted on your social media photo.,Legit_Call,social media,0,0,0,0,0,0,0,0,0
C447,Your salary for the month of September has been credited to your account.,Legit_Call,salary,0,0,0,0,0,0,0,0,0
C448,The PIN for your new credit card will be sent separately for security reasons.,Legit_Call,"loan,pin",0,0,0,0,0,0,0,0,0
C449,The fire alarm test in your building is scheduled for 1 PM today.,Legit_Call,fire alarm,0,0,0,0,0,0,0,0,0
C450,Your request to opt-out of marketing communications has been successfully recorded.,Legit_Call,marketing,0,0,0,0,0,0,0,0,0
C451,Your current account balance is ten thousand two hundred and fifty rupees.,Legit_Call,"account balance,rs",0,0,0,0,0,0,0,0,0
C452,A new login from a web browser was detected. The code to authorize this device is 5152.,Legit_Call,"login,otp",0,0,0,0,0,0,0,1,0
C453,This is a reminder that your library book is due for return tomorrow.,Legit_Call,reminder,0,0,0,0,0,0,0,0,0
C454,Thank you for your donation of Rs. 500 to the charity. Your contribution is appreciated.,Legit_Call,"rs,donation",0,0,0,0,0,0,0,0,0
C455,The delivery of your new furniture has been scheduled for this Friday.,Legit_Call,delivery,0,0,0,0,0,0,0,0,0
C456,Your vehicle has crossed the toll plaza and Rs. 90 has been debited from your FASTag wallet.,Legit_Call,"rs,fastag",0,0,0,0,0,0,0,0,0
C457,The network in your area may be patchy for the next hour due to maintenance work.,Legit_Call,"network,maintenance",0,0,0,0,0,0,0,0,0
C458,Your PAN card has been successfully linked with your bank account.,Legit_Call,pan,0,0,0,0,0,0,0,0,0
C459,This is to inform you that your child was absent from school today.,Legit_Call,school,0,0,0,0,0,0,0,0,0
C460,Your free trial for our service has started. It will end in 7 days.,Legit_Call,"trial,urgent",0,0,0,0,1,0,0,0,0
C461,The system will be down for scheduled maintenance from 2 AM to 4 AM tonight.,Legit_Call,maintenance,0,0,0,0,0,0,0,0,0
C462,"Your recent payment of school fees for Rs. 25,000 was successful.",Legit_Call,"rs,fees,payment",0,0,0,0,0,0,0,0,0
C463,The verification code for your new device is 6678. Please enter it to continue.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C464,"Hello, this call is from our research team for a quick survey about your shopping habits.",Legit_Call,survey,0,0,0,0,0,1,0,0,0
C465,Your order has been delayed due to unforeseen circumstances. We apologize for the inconvenience.,Legit_Call,"order,delayed",0,0,0,0,0,0,0,0,0
C466,Your phone's international roaming services will be activated in the next 15 minutes.,Legit_Call,roaming,0,0,0,0,0,0,0,0,0
C467,"A withdrawal of Rs. 10,000 has been made from your account. If this was not you, please contact us.",Legit_Call,rs,0,0,0,0,0,0,0,0,0
C468,The movie tickets you booked for tonight's show have been sent to your email.,Legit_Call,"email,movie",0,0,0,0,0,0,1,0,0
C469,Your request for a call back has been registered. Our expert will contact you soon.,Legit_Call,call back,0,0,0,0,0,0,0,0,0
C470,The last date to file your income tax return is approaching. Please file it on time.,Legit_Call,"income tax,urgent",0,0,0,0,1,1,0,0,0
C471,Your new address has been updated for all future communications.,Legit_Call,address,0,0,0,0,0,0,0,0,0
C472,Your password has been successfully changed. Please use your new password for your next login.,Legit_Call,"password,login",0,0,0,0,0,0,0,0,0
C473,This is to confirm that your name has been added to the waitlist for the event.,Legit_Call,waitlist,0,0,0,0,0,0,0,0,0
C474,A credit of Rs. 1500 as a cashback reward has been processed to your account.,Legit_Call,"rs,cashback",0,0,0,0,0,0,0,0,0
C475,This is a public service announcement regarding water conservation. Please use water wisely.,Legit_Call,public service,0,0,0,0,0,0,0,0,0
C476,The service for your water purifier is due. Would you like to schedule a visit from our technician?,Legit_Call,"service,technician",0,0,0,0,0,0,0,0,0
C477,Your warranty for the television is expiring next month. You can choose to extend it.,Legit_Call,warranty,0,0,0,0,0,0,0,0,0
C478,The new metro line in your city will be operational from next Monday.,Legit_Call,metro,0,0,0,0,0,0,0,0,0
C479,Your account has been dormant for a long time. Please make a transaction to keep it active.,Legit_Call,"dormant,active",0,0,0,0,0,0,0,0,0
C480,The code for your grocery delivery is 2024. Please share it with the delivery agent upon arrival.,Legit_Call,"delivery,otp",0,0,0,0,0,0,0,1,0
C481,This is a reminder that your mutual fund investment date is tomorrow.,Legit_Call,"reminder,investment",0,0,0,0,0,0,0,0,0
C482,Your recent blood donation has helped save a life. Thank you for your contribution.,Legit_Call,donation,0,0,0,0,0,0,0,0,0
C483,The new educational policy will be implemented from the next academic year.,Legit_Call,policy,0,0,0,0,0,0,0,0,0
C484,Your phone bill of Rs. 899 was paid successfully using auto-debit.,Legit_Call,"rs,bill,payment",0,0,0,0,0,0,0,0,0
C485,The interest certificate for your home loan has been sent to your email.,Legit_Call,"loan,email",0,0,0,0,0,0,1,0,0
C486,This is a call to confirm your availability for a job interview tomorrow at 3 PM.,Legit_Call,interview,0,0,0,0,0,0,0,0,0
C487,A new software update is available for your smart TV.,Legit_Call,update,0,0,0,0,0,0,0,0,0
C488,Your package could not be delivered as the address was incomplete. Please update it on our website.,Legit_Call,"package,delivery,address",0,0,0,0,0,0,0,0,0
C489,The stock market will be closed for trading on Wednesday.,Legit_Call,stock market,0,0,0,0,0,0,0,0,0
C490,This is to inform you that your cheque has bounced due to insufficient funds.,Legit_Call,"cheque,bounced",0,0,0,0,0,0,0,0,0
C491,Your credit score has been updated. You can check the new score on our app.,Legit_Call,credit score,0,0,0,0,0,0,0,0,0
C492,The registration for the marathon is now open. Register now to get an early bird discount.,Legit_Call,"marathon,discount",0,0,0,0,1,0,0,0,0
C493,Your car's pollution under control certificate has been issued.,Legit_Call,puc,0,0,0,0,0,0,0,0,0
C494,The results for your exam have been declared. Please visit the official website to check them.,Legit_Call,"exam,results",0,0,0,0,0,0,0,0,0
C495,Your request for e-statement has been activated. You will no longer receive paper statements.,Legit_Call,e-statement,0,0,0,0,0,0,0,0,0
C496,A debit of Rs. 199 was made for your monthly OTT subscription.,Legit_Call,"rs,subscription",0,0,0,0,0,0,0,0,0
C497,The opening of your new savings account has been successfully completed.,Legit_Call,savings account,0,0,0,0,0,0,0,0,0
C498,Your flight is delayed by one hour. The new departure time is 9 PM.,Legit_Call,"flight,delayed",0,0,0,0,0,0,0,0,0
C499,The OTP for authenticating your online purchase is 7362.,Legit_Call,"otp,purchase",0,0,0,0,0,0,0,1,0
C500,We regret to inform you that the event has been cancelled due to bad weather.,Legit_Call,"event,cancelled",0,0,0,0,0,0,0,0,0
C501,Your vehicle's RC has been renewed. You can download the digital copy from the app.,Legit_Call,rc,0,0,0,0,0,0,0,0,0
C502,This is a reminder that you have a dental cleaning scheduled for next Tuesday.,Legit_Call,"reminder,dental",0,0,0,0,0,0,0,0,0
C503,The power supply in your locality will be suspended for 2 hours tomorrow for maintenance.,Legit_Call,"power,maintenance",0,0,0,0,0,0,0,0,0
C504,Your membership at the gym is expiring soon. Please renew it to continue enjoying the facilities.,Legit_Call,membership,0,0,0,0,0,0,0,0,0
C505,The new traffic rules will be enforced from the 1st of next month. Please drive safely.,Legit_Call,traffic,0,0,0,0,0,0,0,0,0
C506,Your investment in the mutual fund has been confirmed. The NAV will be allotted as of today.,Legit_Call,"investment,nav",0,0,0,0,0,0,0,0,0
C507,The tracking ID for your courier is AWB789012. You can track it on our website.,Legit_Call,tracking,0,0,0,0,0,0,0,0,0
C508,The annual general meeting for your society has been scheduled for this Sunday.,Legit_Call,meeting,0,0,0,0,0,0,0,0,0
C509,A new version of our mobile app is available. Please update for new features and security patches.,Legit_Call,update,0,0,0,0,0,0,0,0,0
C510,Your medical insurance claim has been successfully processed. The amount will be disbursed shortly.,Legit_Call,"insurance,claim",0,0,0,0,0,0,0,0,0
C511,The entry pass for the concert has been sent to your WhatsApp.,Legit_Call,concert,0,0,0,0,0,0,0,0,0
C512,Your Aadhaar card was successfully used for biometric authentication.,Legit_Call,"aadhaar,biometric",0,0,0,0,0,0,0,0,0
C513,The school will remain closed tomorrow on account of a local festival.,Legit_Call,school,0,0,0,0,0,0,0,0,0
C514,Your COVID-19 vaccination certificate has been generated and is available on the portal.,Legit_Call,vaccination,0,0,0,0,0,0,0,0,0
C515,This is to confirm your unsubscription from our mailing list. You will no longer receive emails.,Legit_Call,"unsubscription,email",0,0,0,0,0,0,1,0,0
C516,The warranty on your washing machine has been successfully extended for one more year.,Legit_Call,warranty,0,0,0,0,0,0,0,0,0
C517,Your child's progress report for the term has been published. Please log in to the school portal.,Legit_Call,"school,report",0,0,0,0,0,0,0,0,0
C518,The fire safety drill for your office building is scheduled at 3 PM today.,Legit_Call,fire drill,0,0,0,0,0,0,0,0,0
C519,Your fixed deposit has matured. The principal and interest have been credited to your account.,Legit_Call,"fixed deposit,interest",0,0,0,0,0,0,0,0,0
C520,This is a verification call for your new credit card application. Can I speak to Mr. Sharma?,Legit_Call,"loan,verification",0,0,0,0,0,1,0,0,0
C521,The water tanker for your society will arrive at 10 AM. Please make arrangements to collect water.,Legit_Call,water tanker,0,0,0,0,0,0,0,0,0
C522,Your order has been picked up by the delivery partner. You can track their location in the app.,Legit_Call,"order,delivery",0,0,0,0,0,0,0,0,0
C523,A payment of Rs. 350 for your online food order was successful.,Legit_Call,"rs,order,payment",0,0,0,0,0,0,0,0,0
C524,The PIN to access your voicemail is 1122. Please change it after your first login.,Legit_Call,"pin,login",0,0,0,0,0,0,0,1,0
C525,Your new debit card has been dispatched. It will be delivered to your registered address.,Legit_Call,"debit card,address",0,0,0,0,0,0,0,0,0
C526,This is an automated call to collect feedback on your recent service experience.,Legit_Call,"feedback,service",0,0,0,0,0,0,0,0,0
C527,A new connection has been added to your family plan as per your request.,Legit_Call,family plan,0,0,0,0,0,0,0,0,0
C528,The new tax regime details are available on the income tax department's website.,Legit_Call,income tax,0,0,0,0,0,1,0,0,0
C529,Your loan application is under review. We will get back to you with an update shortly.,Legit_Call,loan,0,0,0,0,0,0,0,0,0
C530,The documents you submitted for KYC have been verified successfully.,Legit_Call,"kyc,verified",0,0,0,0,0,0,0,0,0
C531,This is a reminder to wear your mask and maintain social distancing in public places.,Legit_Call,public,0,0,0,0,0,0,0,0,0
C532,The results of your blood test are normal. The detailed report has been emailed to you.,Legit_Call,"report,email",0,0,0,0,0,0,1,0,0
C533,Your electricity meter reading will be taken tomorrow between 9 AM and 12 PM.,Legit_Call,meter reading,0,0,0,0,0,0,0,0,0
C534,Your new eyeglasses are ready for collection at the store.,Legit_Call,eyeglasses,0,0,0,0,0,0,0,0,0
C535,The online parent-teacher meeting for your child's class is scheduled for this Saturday.,Legit_Call,"school,meeting",0,0,0,0,0,0,0,0,0
C536,Your request to link your PAN with Aadhaar has been successfully submitted.,Legit_Call,"pan,aadhaar",0,0,0,0,0,0,0,0,0
C537,The city marathon will cause traffic diversions on Sunday morning. Please plan your travel accordingly.,Legit_Call,"marathon,traffic",0,0,0,0,0,0,0,0,0
C538,Your account statement for the last month has been generated.,Legit_Call,account statement,0,0,0,0,0,0,0,0,0
C539,A new episode of your favorite show is now available on the streaming platform.,Legit_Call,show,0,0,0,0,0,0,0,0,0
C540,The OTP for your transaction at the grocery store is 4455.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C541,This call is to confirm the cancellation of your recent order.,Legit_Call,"order,cancellation",0,0,0,0,0,0,0,0,0
C542,The final installment for your insurance premium is due next week.,Legit_Call,"insurance,premium",0,0,0,0,0,0,0,0,0
C543,Your request to port your mobile number will be completed within 3 working days.,Legit_Call,port,0,0,0,0,0,0,0,0,0
C544,The customer support line is currently busy. Please call again after some time.,Legit_Call,customer support,0,0,0,0,0,0,0,0,0
C545,Your request to de-link your old phone number has been processed.,Legit_Call,de-link,0,0,0,0,0,0,0,0,0
C546,The new metro station near your home is now operational.,Legit_Call,metro,0,0,0,0,0,0,0,0,0
C547,Your complaint regarding the faulty product has been registered. Our team will investigate.,Legit_Call,complaint,0,0,0,0,0,0,0,0,0
C548,Thank you for being a customer for 5 years. A special anniversary offer has been applied to your account.,Legit_Call,anniversary,0,0,0,0,0,0,0,0,0
C549,This is a confirmation that your electricity bill of Rs. 1450 was paid successfully.,Legit_Call,"rs,bill,payment",0,0,0,0,0,0,0,0,0
C550,Your request to change your mailing address has been received and will be processed in 48 hours.,Legit_Call,address,0,0,0,0,0,0,0,0,0
C551,The OTP for your login attempt is 7789. This code is valid for 5 minutes.,Legit_Call,"login,otp,urgent",0,0,0,0,1,0,0,1,0
C552,Your Amazon package with the book you ordered will be delivered by tomorrow evening.,Legit_Call,"package,delivery",0,0,0,0,0,0,0,0,0
C553,Thank you for your feedback. We appreciate you taking the time to complete our survey.,Legit_Call,"feedback,survey",0,0,0,0,0,0,0,0,0
C554,"A payment of Rs. 3000 was made using your credit card. If this was not you, please contact us immediately.",Legit_Call,"rs,loan,urgent",0,0,0,0,1,0,0,0,0
C555,This is a reminder about your car servicing appointment scheduled for tomorrow at 10:00 AM.,Legit_Call,"reminder,service",0,0,0,0,0,0,0,0,0
C556,Your refund of Rs. 850 for the cancelled order has been successfully processed.,Legit_Call,"refund,rs,order",0,0,0,0,0,0,0,0,0
C557,The technician has been assigned for your complaint and will visit your premises shortly.,Legit_Call,technician,0,0,0,0,0,0,0,0,0
C558,Please remember that our bank staff will never ask you to share your password or OTP.,Legit_Call,"password,otp",0,0,0,0,0,0,0,0,0
C559,Your order from Myntra has been shipped. You can track it using the link sent to your mobile.,Legit_Call,"order,shipped",0,0,0,0,0,0,0,0,0
C560,Your mobile number has been successfully recharged with the Rs. 399 plan.,Legit_Call,"recharge,rs",0,0,0,0,0,0,0,0,0
C561,This is to inform you that your flight is delayed by 45 minutes due to air traffic congestion.,Legit_Call,"flight,delayed",0,0,0,0,0,0,0,0,0
C562,Your service request for a new internet connection has been approved.,Legit_Call,service,0,0,0,0,0,0,0,0,0
C563,The verification code for your new app installation is 8283.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C564,Your food order is arriving in 5 minutes. Please be ready to collect it.,Legit_Call,"order,urgent",0,0,0,0,1,0,0,0,0
C565,Your monthly SIP investment of Rs. 2000 has been successfully processed.,Legit_Call,"investment,rs",0,0,0,0,0,0,0,0,0
C566,This is a confirmation call for your hotel booking from October 5th to October 8th.,Legit_Call,booking,0,0,0,0,0,0,0,0,0
C567,A new login from a Chrome browser on Windows was detected on your account.,Legit_Call,login,0,0,0,0,0,0,0,0,0
C568,The interest for your savings account has been credited. Please check your updated balance.,Legit_Call,"interest,account balance",0,0,0,0,0,0,0,0,0
C569,Your gas cylinder delivery is scheduled for tomorrow. The delivery person will call you.,Legit_Call,delivery,0,0,0,0,0,0,0,0,0
C570,Your request to change your password has been successfully completed.,Legit_Call,password,0,0,0,0,0,0,0,0,0
C571,This is a message from your child's school regarding a parent-teacher meeting next Saturday.,Legit_Call,"school,meeting",0,0,0,0,0,0,0,0,0
C572,The e-statement for your account has been sent to your registered email address.,Legit_Call,"e-statement,email",0,0,0,0,0,0,1,0,0
C573,Your cab has arrived at the pickup location. The OTP for the ride is 1998.,Legit_Call,"cab,otp",0,0,0,0,0,0,0,1,0
C574,Your auto-debit payment for your insurance premium was successful.,Legit_Call,"insurance,payment",0,0,0,0,0,0,0,0,0
C575,A new update is available for our mobile banking app. Please update it from the official app store.,Legit_Call,update,0,0,0,0,0,0,0,0,0
C576,Thank you for registering for the webinar. A confirmation link has been sent to your email.,Legit_Call,"webinar,link,email",0,0,0,0,0,0,1,0,0
C577,Your request to de-register from our promotional calls has been processed.,Legit_Call,promotional,0,0,0,0,0,0,0,0,0
C578,The stock you were watching has reached your target price alert.,Legit_Call,"stock,alert",0,0,0,0,0,0,0,0,0
C579,Your medical test reports are ready to be viewed on our online portal.,Legit_Call,report,0,0,0,0,0,0,0,0,0
C580,Your FASTag wallet has been recharged with Rs. 500 successfully.,Legit_Call,"fastag,recharge,rs",0,0,0,0,0,0,0,0,0
C581,This is an automated call regarding a power shutdown in your area for maintenance tomorrow.,Legit_Call,maintenance,0,0,0,0,0,0,0,0,0
C582,Your KYC verification has been successfully completed. Thank you for your cooperation.,Legit_Call,"kyc,verified",0,0,0,0,0,0,0,0,0
C583,This call is to confirm your consent to upgrade your current plan. Please press 1 to agree.,Legit_Call,consent,0,0,0,0,0,0,0,0,0
C584,The courier agent will attempt delivery again tomorrow between 10 AM and 2 PM.,Legit_Call,delivery,0,0,0,0,0,0,0,0,0
C585,Your credit score has improved. You can check the updated score in our app.,Legit_Call,credit score,0,0,0,0,0,0,0,0,0
C586,The issue you reported with your internet connection has now been resolved.,Legit_Call,resolved,0,0,0,0,0,0,0,0,0
C587,Your loan EMI payment is due in three days. Please ensure sufficient balance in your account.,Legit_Call,"loan emi,reminder,urgent",0,0,0,0,1,0,0,0,0
C588,A new article has been published on our blog. You can read it by visiting our website.,Legit_Call,blog,0,0,0,0,0,0,0,0,0
C589,This is to inform you that our branch timings have been revised. Please check our website for details.,Legit_Call,branch,0,0,0,0,0,0,0,0,0
C590,Your return request for the item has been accepted. The pickup is scheduled for tomorrow.,Legit_Call,return,0,0,0,0,0,0,0,0,0
C591,The new features of your credit card are now active.,Legit_Call,loan,0,0,0,0,0,0,0,0,0
C592,Your recent payment towards your loan has been received.,Legit_Call,"loan,payment",0,0,0,0,0,0,0,0,0
C593,This is a security alert. Your account password was changed successfully.,Legit_Call,"alert,password",0,0,0,0,0,0,0,0,0
C594,The code for your online class is 3435. Please join on time.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C595,We have received your complaint and will get back to you within 24 hours.,Legit_Call,complaint,0,0,0,0,0,0,0,0,0
C596,Your new debit card has been activated and is ready for use.,Legit_Call,debit card,0,0,0,0,0,0,0,0,0
C597,This is a confirmation that your auto-payment for the electricity bill has been set up.,Legit_Call,"bill,payment",0,0,0,0,0,0,0,0,0
C598,Your request for a loan statement has been processed and sent to your email.,Legit_Call,"loan,email",0,0,0,0,0,0,1,0,0
C599,Your recent payment towards your loan has been received.,Legit_Call,"loan,payment",0,0,0,0,0,0,0,0,0
C600,This is a security alert. Your account password was changed successfully.,Legit_Call,"alert,password",0,0,0,0,0,0,0,0,0
C601,The code for your online class is 3435. Please join on time.,Legit_Call,otp,0,0,0,0,0,0,0,1,0
C602,We have received your complaint and will get back to you within 24 hours.,Legit_Call,complaint,0,0,0,0,0,0,0,0,0
C603,Your new debit card has been activated and is ready for use.,Legit_Call,"debit card,active",0,0,0,0,0,0,0,0,0
C604,This is a confirmation that your auto-payment for the electricity bill has been set up.,Legit_Call,"bill,payment",0,0,0,0,0,0,0,0,0
C605,Your request for a loan statement has been processed and sent to your email.,Legit_Call,"loan,email",0,0,0,0,0,0,1,0,0
C606,Your computer's firewall has been successfully updated. No further action is required.,Legit_Call,"firewall,update",0,0,0,0,0,0,0,0,0
C607,Your order is out for delivery. The OTP to share with the agent is 3322.,Legit_Call,"delivery,otp",0,0,0,0,0,0,0,1,0
C608,"A payment of Rs. 5000 was made via UPI. If this wasn't you, please contact the bank.",Legit_Call,"rs,upi",0,0,0,0,0,1,0,0,0
C609,There is a case of money laundering reported in your area. Please be cautious with your transactions.,Legit_Call,money laundering,0,0,0,0,0,1,0,0,0
C610,The interest rate for your home loan has been revised. Please check your email for more details.,Legit_Call,"loan,email",0,0,0,0,0,0,1,0,0
C611,"We can increase your credit card limit. To apply, please visit our official website.",Legit_Call,loan,0,0,0,0,0,0,0,0,0
C612,"Hello, I am from a charity foundation. This is a follow-up call regarding your recent donation.",Legit_Call,donation,0,0,0,0,0,0,0,0,0
C613,Your mobile number has won a cashback prize of Rs. 50 in our company's anniversary draw.,Legit_Call,"won,rs,prize",0,0,0,0,0,0,0,0,0
C614,Thank you for being a valuable customer. We have credited 1GB of free data to your account.,Legit_Call,data,0,0,0,0,0,0,0,0,0
C615,This call is to get your feedback on our recent product delivery.,Legit_Call,"feedback,delivery",0,0,0,0,0,0,0,0,0
C616,Your application for a new PAN card has been submitted successfully.,Legit_Call,pan,0,0,0,0,0,0,0,0,0
C617,"The train ticket you booked has been confirmed. Your seat number is B2, 45.",Legit_Call,train,0,0,0,0,0,0,0,0,0
C618,A login from a new location was detected. Your account is safe. This is just a security notification.,Legit_Call,"login,security",0,0,0,0,0,0,0,0,0
C619,Your annual membership fee has been automatically debited from your account.,Legit_Call,"membership,debit",0,0,0,0,0,0,0,0,0
